"Mois de Reporting";"Mois de vente";"Plateforme";"Pays / Région";"Nom du label";"Nom de l'artiste";"Titre de la sortie";"Titre de la piste";"UPC";"ISRC";"Reference catalogue sortie";"Type de sortie";"Type de vente";"Quantite";"Devise de paiement du client";"Prix unitaire";"Frais de reproduction mechanique";"Revenu brut";"Taux de revenu client";"Revenu Net"
"2023-07-01";"2023-06-01";"Spotify";"Turkey";"Petit Voyou Music";"Petit Voyou";"Alice";"Alice ";"3616558444790";"QZ-HN6-20-13061";"";"Music release";"Stream";"6";"EUR";"0,000729";"0,000000";"0,004376000000000";"0,75";"0,003282000000000"
"2023-07-01";"2023-06-01";"Spotify";"Spain";"Petit Voyou Music";"Petit Voyou";"Alice";"Alice ";"3616558444790";"QZ-HN6-20-13061";"";"Music release";"Stream";"15";"EUR";"0,001585";"0,000000";"0,023770000100000";"0,75";"0,017827500075000"
"2023-07-01";"2023-06-01";"Spotify";"Ecuador";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Stream";"5";"EUR";"0,001057";"0,000000";"0,005284000000000";"0,75";"0,003963000000000"
"2023-07-01";"2023-06-01";"Spotify";"Poland";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Toi & moi ";"3616840797078";"FR-X76-21-65460";"";"Music release";"Stream";"1";"EUR";"0,000851";"0,000000";"0,000851000000000";"0,75";"0,000638250000000"
"2023-07-01";"2023-07-01";"YouTube Official Content";"Argentina";"Petit Voyou Music";"Petit Voyou";"Fragments";"Fragments ";"3616558444332";"QZ-MEN-20-32895";"";"Music release";"Stream";"1";"EUR";"0,000850";"0,000000";"0,000850240615560";"0,75";"0,000637680461670"
"2023-07-01";"2023-07-01";"YouTube Official Content";"Ecuador";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"Stream";"1";"EUR";"0,002129";"0,000000";"0,002128704606840";"0,75";"0,001596528455130"
"2023-07-01";"2023-07-01";"Apple Music";"United states";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"Stream";"2";"EUR";"0,003848";"0,000000";"0,007695355240800";"0,75";"0,005771516430600"
"2023-07-01";"2023-06-01";"Tidal";"France";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La mauvaise herbe ";"3616558447944";"QZ-DA4-21-05744";"";"Music release";"Stream";"1";"EUR";"0,008230";"0,000000";"0,008230000000000";"0,75";"0,006172500000000"
"2023-08-01";"2023-07-01";"Spotify";"Tunisia";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840797078";"FR-X76-21-64425";"";"Music release";"Stream";"1";"EUR";"0,000009";"0,000000";"0,000009000000000";"0,75";"0,000006750000000"
"2023-08-01";"2023-07-01";"Spotify";"Romania";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840797078";"FR-X76-21-64425";"";"Music release";"Stream";"3";"EUR";"0,002466";"0,000000";"0,007398000000000";"0,75";"0,005548500000000"
"2023-08-01";"2023-07-01";"Spotify";"Qatar";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"PLATFORM PROMOTION";"1";"EUR";"-0,000790";"0,000000";"-0,000789815000000";"0,75";"-0,000592361250000"
"2023-08-01";"2023-07-01";"Spotify";"Nicaragua";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Stream";"1";"EUR";"0,000995";"0,000000";"0,000995000000000";"0,75";"0,000746250000000"
"2023-08-01";"2023-07-01";"Spotify";"Mexico";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Stream";"263";"EUR";"0,001302";"0,000000";"0,342449005500000";"0,75";"0,256836754125000"
"2023-08-01";"2023-06-01";"Deezer";"Brazil";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"Stream";"1";"EUR";"0,002954";"0,000000";"0,002953536000000";"0,75";"0,002215152000000"
"2023-08-01";"2023-06-01";"Deezer";"Congo, the democratic republic of the";"Petit Voyou Music";"Petit Voyou";"Fragments";"Fragments ";"3616558444332";"QZ-MEN-20-32895";"";"Music release";"Stream";"1";"EUR";"0,003963";"0,000000";"0,003962866700000";"0,75";"0,002972150025000"
"2023-08-01";"2023-08-01";"Apple Music";"Switzerland";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Stream";"22";"EUR";"0,008742";"0,000000";"0,192315790893440";"0,75";"0,144236843170080"
"2023-09-01";"2023-08-01";"Spotify";"Viet nam";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"PLATFORM PROMOTION";"12";"EUR";"-0,000215";"0,000000";"-0,002579526000000";"0,75";"-0,001934644500000"
"2023-09-01";"2023-08-01";"Spotify";"Poland";"Petit Voyou Music";"Petit Voyou";"Alice";"Alice ";"3616558444790";"QZ-HN6-20-13061";"";"Music release";"PLATFORM PROMOTION";"14";"EUR";"-0,000363";"0,000000";"-0,005079972900000";"0,75";"-0,003809979675000"
"2023-08-01";"2023-08-01";"Apple Music";"Switzerland";"Petit Voyou Music";"Petit Voyou";"Fragments";"Fragments ";"3616558444332";"QZ-MEN-20-32895";"";"Music release";"Stream";"3";"EUR";"0,008377";"0,000000";"0,025131612841120";"0,75";"0,018848709630840"
"2023-09-01";"2023-07-01";"Facebook / Instagram";"Cameroon";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"Creation";"6";"EUR";"0,000016";"0,000000";"0,000098460180350";"0,75";"0,000073845135262"
"2023-09-01";"2023-08-01";"Spotify";"Ukraine";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"Stream";"2";"EUR";"0,000976";"0,000000";"0,001952000000000";"0,75";"0,001464000000000"
"2023-09-01";"2023-07-01";"Facebook / Instagram";"Seychelles";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Comme un chien ";"3616840797078";"FR-X76-21-65458";"";"Music release";"Creation";"6";"EUR";"0,000271";"0,000000";"0,001625898265381";"0,75";"0,001219423699036"
"2023-09-01";"2023-09-01";"YouTube Official Content";"Finland";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"Stream";"1";"EUR";"0,016846";"0,000000";"0,016845787287000";"0,75";"0,012634340465250"
"2023-09-01";"2023-09-01";"Apple Music";"Switzerland";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Stream";"22";"EUR";"0,008697";"0,000000";"0,191337303118000";"0,75";"0,143502977338500"
"2023-07-01";"2023-06-01";"Spotify";"Luxembourg";"Petit Voyou Music";"Petit Voyou";"Fragments";"Fragments ";"3616558444332";"QZ-MEN-20-32895";"";"Music release";"PLATFORM PROMOTION";"1";"EUR";"-0,001187";"0,000000";"-0,001186843000000";"0,75";"-0,000890132250000"
"2023-07-01";"2023-06-01";"Spotify";"Belgium";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"PLATFORM PROMOTION";"505";"EUR";"-0,000853";"0,000000";"-0,430820880900000";"0,75";"-0,323115660675000"
"2023-07-01";"2023-06-01";"Spotify";"Hong kong";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"Stream";"35";"EUR";"0,001839";"0,000000";"0,064377999000000";"0,75";"0,048283499250000"
"2023-07-01";"2023-06-01";"Spotify";"Spain";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Stream";"179";"EUR";"0,001934";"0,000000";"0,346189001400000";"0,75";"0,259641751050000"
"2023-07-01";"2023-06-01";"Spotify";"Norway";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La mauvaise herbe ";"3616558447944";"QZ-DA4-21-05744";"";"Music release";"Stream";"5";"EUR";"0,005577";"0,000000";"0,027883000000000";"0,75";"0,020912250000000"
"2023-07-01";"2023-06-01";"Spotify";"Turkey";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"PLATFORM PROMOTION";"52";"EUR";"-0,000135";"0,000000";"-0,007030168800000";"0,75";"-0,005272626600000"
"2023-07-01";"2023-07-01";"YouTube Official Content";"Canada";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"Stream";"58";"EUR";"0,006639";"0,000000";"0,385051721357040";"0,75";"0,288788791017780"
"2023-07-01";"2023-05-01";"Deezer";"Switzerland";"Petit Voyou Music";"Petit Voyou";"Fragments";"Fragments ";"3616558444332";"QZ-MEN-20-32895";"";"Music release";"Stream";"1";"EUR";"0,005765";"0,000000";"0,005764682200000";"0,75";"0,004323511650000"
"2023-07-01";"2023-06-01";"Tidal";"Lithuania";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"Stream";"3";"EUR";"0,005644";"0,000000";"0,016932000000000";"0,75";"0,012699000000000"
"2023-08-01";"2023-07-01";"Spotify";"Barbados";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"PLATFORM PROMOTION";"1";"EUR";"0,000000";"0,000000";"-0,000000159000000";"0,75";"-0,000000119250000"
"2023-08-01";"2023-07-01";"Spotify";"Costa rica";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Stream";"5";"EUR";"0,001395";"0,000000";"0,006973000000000";"0,75";"0,005229750000000"
"2023-08-01";"2023-08-01";"YouTube Official Content";"Ukraine";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Stream";"2";"EUR";"0,000935";"0,000000";"0,001869296624000";"0,75";"0,001401972468000"
"2023-08-01";"2023-07-01";"Spotify";"Canada";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"Stream";"635";"EUR";"0,002287";"0,000000";"1,452479005800000";"0,75";"1,089359254350000"
"2023-08-01";"2023-07-01";"Spotify";"Algeria";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"Stream";"36";"EUR";"0,000003";"0,000000";"0,000117000000000";"0,75";"0,000087750000000"
"2023-08-01";"2023-08-01";"YouTube UGC";"Guadeloupe";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"Stream";"1";"EUR";"0,006282";"0,000000";"0,006281915097000";"0,75";"0,004711436322750"
"2023-09-01";"2023-08-01";"Spotify";"Germany";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"PLATFORM PROMOTION";"62";"EUR";"-0,000951";"0,000000";"-0,058946841200000";"0,75";"-0,044210130900000"
"2023-09-01";"2023-08-01";"Spotify";"Malta";"Petit Voyou Music";"Petit Voyou";"Alice";"Alice ";"3616558444790";"QZ-HN6-20-13061";"";"Music release";"PLATFORM PROMOTION";"1";"EUR";"0,000000";"0,000000";"-0,000000126000000";"0,75";"-0,000000094500000"
"2023-09-01";"2023-08-01";"Spotify";"Germany";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"PLATFORM PROMOTION";"51";"EUR";"-0,000965";"0,000000";"-0,049212928600000";"0,75";"-0,036909696450000"
"2023-09-01";"2023-08-01";"Spotify";"France";"Petit Voyou Music";"Petit Voyou";"Alice";"Alice ";"3616558444790";"QZ-HN6-20-13061";"";"Music release";"Stream";"18763";"EUR";"0,002848";"0,000000";"53,430993026400003";"0,75";"40,073244769799999"
"2023-09-01";"2023-08-01";"Spotify";"Viet nam";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Stream";"15";"EUR";"0,000831";"0,000000";"0,012460999900000";"0,75";"0,009345749925000"
"2023-09-01";"2023-08-01";"Spotify";"Germany";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"Stream";"173";"EUR";"0,002740";"0,000000";"0,474065000700000";"0,75";"0,355548750525000"
"2023-09-01";"2023-08-01";"Spotify";"Iceland";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"Stream";"1";"EUR";"0,007649";"0,000000";"0,007649000000000";"0,75";"0,005736750000000"
"2023-09-01";"2023-07-01";"Deezer";"Switzerland";"Petit Voyou Music";"Petit Voyou";"Fragments";"Fragments ";"3616558444332";"QZ-MEN-20-32895";"";"Music release";"Stream";"1";"EUR";"0,006457";"0,000000";"0,006457166000000";"0,75";"0,004842874500000"
"2023-07-01";"2023-06-01";"Spotify";"Ecuador";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"Stream";"2";"EUR";"0,002719";"0,000000";"0,005438000000000";"0,75";"0,004078500000000"
"2023-07-01";"2023-06-01";"Spotify";"United states";"Petit Voyou Music";"Petit Voyou";"Alice";"Alice ";"3616558444790";"QZ-HN6-20-13061";"";"Music release";"PLATFORM PROMOTION";"21";"EUR";"-0,001016";"0,000000";"-0,021339220200000";"0,75";"-0,016004415150000"
"2023-07-01";"2023-06-01";"Spotify";"Austria";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"PLATFORM PROMOTION";"3";"EUR";"-0,001061";"0,000000";"-0,003183876900000";"0,75";"-0,002387907675000"
"2023-07-01";"2023-06-01";"Spotify";"Netherlands";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"Stream";"71";"EUR";"0,003274";"0,000000";"0,232485001300000";"0,75";"0,174363750975000"
"2023-07-01";"2023-06-01";"Spotify";"Chile";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"PLATFORM PROMOTION";"15";"EUR";"-0,000366";"0,000000";"-0,005490282400000";"0,75";"-0,004117711800000"
"2023-07-01";"2023-07-01";"YouTube Official Content";"Italy";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"Stream";"1";"EUR";"0,000478";"0,000000";"0,000477872462760";"0,75";"0,000358404347070"
"2023-07-01";"2023-07-01";"Apple Music";"United states";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Stream";"20";"EUR";"0,004746";"0,000000";"0,094925458150560";"0,75";"0,071194093612920"
"2023-08-01";"2023-06-01";"Deezer";"Ukraine";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840797078";"FR-X76-21-64425";"";"Music release";"Stream";"3";"EUR";"0,000958";"0,000000";"0,002874972300000";"0,75";"0,002156229225000"
"2023-08-01";"2023-07-01";"Spotify";"Hong kong";"Petit Voyou Music";"Petit Voyou";"Alice";"Alice ";"3616558444790";"QZ-HN6-20-13061";"";"Music release";"PLATFORM PROMOTION";"1";"EUR";"-0,000884";"0,000000";"-0,000883670000000";"0,75";"-0,000662752500000"
"2023-08-01";"2023-07-01";"Spotify";"El salvador";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"PLATFORM PROMOTION";"1";"EUR";"-0,000261";"0,000000";"-0,000260535000000";"0,75";"-0,000195401250000"
"2023-08-01";"2023-07-01";"Spotify";"Philippines";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Stream";"46";"EUR";"0,000666";"0,000000";"0,030621000700000";"0,75";"0,022965750525000"
"2023-08-01";"2023-07-01";"Spotify";"Poland";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Stream";"71";"EUR";"0,001159";"0,000000";"0,082269000700000";"0,75";"0,061701750525000"
"2023-08-01";"2023-07-01";"Spotify";"Denmark";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"PLATFORM PROMOTION";"1";"EUR";"-0,001516";"0,000000";"-0,001516379000000";"0,75";"-0,001137284250000"
"2023-08-01";"2023-06-01";"Deezer";"Portugal";"Petit Voyou Music";"Petit Voyou";"Alice";"Alice ";"3616558444790";"QZ-HN6-20-13061";"";"Music release";"Stream";"2";"EUR";"0,008361";"0,000000";"0,016722871600000";"0,75";"0,012542153700000"
"2023-08-01";"2023-07-01";"Amazon Premium";"France";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840797078";"FR-X76-21-64425";"";"Music release";"Stream";"1";"EUR";"0,012015";"0,000000";"0,012014650000000";"0,75";"0,009010987500000"
"2023-08-01";"2023-08-01";"YouTube Official Content";"Guadeloupe";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"Stream";"1";"EUR";"0,000160";"0,000000";"0,000159968653400";"0,75";"0,000119976490050"
"2023-09-01";"2023-08-01";"Spotify";"Chile";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"PLATFORM PROMOTION";"12";"EUR";"-0,000321";"0,000000";"-0,003857456000000";"0,75";"-0,002893092000000"
"2023-09-01";"2023-08-01";"Spotify";"New zealand";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"Stream";"4";"EUR";"0,002974";"0,000000";"0,011896000000000";"0,75";"0,008922000000000"
"2023-09-01";"2023-08-01";"Spotify";"Chile";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"Stream";"3";"EUR";"0,000832";"0,000000";"0,002495000100000";"0,75";"0,001871250075000"
"2023-09-01";"2023-08-01";"Spotify";"Netherlands";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"Stream";"39";"EUR";"0,003228";"0,000000";"0,125889999800000";"0,75";"0,094417499850000"
"2023-09-01";"2023-09-01";"YouTube UGC";"Singapore";"Petit Voyou Music";"Petit Voyou";"Alice";"Alice ";"3616558444790";"QZ-HN6-20-13061";"";"Music release";"Stream";"1";"EUR";"0,017383";"0,000000";"0,017382598789500";"0,75";"0,013036949092125"
"2023-09-01";"2023-09-01";"YouTube Official Content";"New zealand";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"Stream";"2";"EUR";"0,005432";"0,000000";"0,010864697760000";"0,75";"0,008148523320000"
"2023-09-01";"2023-09-01";"Apple Music";"Belgium";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Comme un chien ";"3616840797078";"FR-X76-21-65458";"";"Music release";"Stream";"3";"EUR";"0,004621";"0,000000";"0,013863000000000";"0,75";"0,010397250000000"
"2023-09-01";"2023-08-01";"Amazon Premium";"France";"Petit Voyou Music";"Petit Voyou";"Fragments";"Fragments ";"3616558444332";"QZ-MEN-20-32895";"";"Music release";"Stream";"17";"EUR";"0,013488";"0,000000";"0,229291049500000";"0,75";"0,171968287125000"
"2023-09-01";"2023-08-01";"Amazon Premium";"France";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"Stream";"37";"EUR";"0,012695";"0,000000";"0,469722749100000";"0,75";"0,352292061825000"
"2023-07-01";"2023-06-01";"Spotify";"Cambodia";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"PLATFORM PROMOTION";"1";"EUR";"-0,000376";"0,000000";"-0,000376427000000";"0,75";"-0,000282320250000"
"2023-07-01";"2023-06-01";"Spotify";"Iceland";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"Stream";"1";"EUR";"0,007520";"0,000000";"0,007520000000000";"0,75";"0,005640000000000"
"2023-07-01";"2023-06-01";"Spotify";"Hungary";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"Stream";"25";"EUR";"0,000881";"0,000000";"0,022014999400000";"0,75";"0,016511249550000"
"2023-07-01";"2023-06-01";"Spotify";"Kazakhstan";"Petit Voyou Music";"Petit Voyou";"Alice";"Alice ";"3616558444790";"QZ-HN6-20-13061";"";"Music release";"PLATFORM PROMOTION";"3";"EUR";"-0,000296";"0,000000";"-0,000887055000000";"0,75";"-0,000665291250000"
"2023-07-01";"2023-06-01";"Spotify";"Australia";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"PLATFORM PROMOTION";"8";"EUR";"-0,000911";"0,000000";"-0,007284574400000";"0,75";"-0,005463430800000"
"2023-07-01";"2023-06-01";"Spotify";"Korea, republic of";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"PLATFORM PROMOTION";"1";"EUR";"-0,000828";"0,000000";"-0,000827664000000";"0,75";"-0,000620748000000"
"2023-07-01";"2023-06-01";"Spotify";"Argentina";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"Stream";"11";"EUR";"0,000485";"0,000000";"0,005337000000000";"0,75";"0,004002750000000"
"2023-07-01";"2023-06-01";"Spotify";"Seychelles";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"Stream";"3";"EUR";"0,003052";"0,000000";"0,009156999900000";"0,75";"0,006867749925000"
"2023-07-01";"2023-06-01";"Spotify";"Peru";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Stream";"19";"EUR";"0,000722";"0,000000";"0,013718999600000";"0,75";"0,010289249700000"
"2023-07-01";"2023-06-01";"Spotify";"Algeria";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La mauvaise herbe ";"3616558447944";"QZ-DA4-21-05744";"";"Music release";"PLATFORM PROMOTION";"1";"EUR";"-0,000001";"0,000000";"-0,000000678000000";"0,75";"-0,000000508500000"
"2023-07-01";"2023-07-01";"Apple Music";"Senegal";"Petit Voyou Music";"Petit Voyou";"Alice";"Alice ";"3616558444790";"QZ-HN6-20-13061";"";"Music release";"Stream";"1";"EUR";"0,003046";"0,000000";"0,003046275488160";"0,75";"0,002284706616120"
"2023-08-01";"2023-07-01";"Spotify";"Turkey";"Petit Voyou Music";"Petit Voyou";"Alice";"Alice ";"3616558444790";"QZ-HN6-20-13061";"";"Music release";"PLATFORM PROMOTION";"4";"EUR";"-0,000100";"0,000000";"-0,000401077900000";"0,75";"-0,000300808425000"
"2023-08-01";"2023-07-01";"Spotify";"Denmark";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Stream";"56";"EUR";"0,005049";"0,000000";"0,282727001300000";"0,75";"0,212045250975000"
"2023-08-01";"2023-02-01";"Anghami";"Lebanon";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840797078";"FR-X76-21-64425";"";"Music release";"Stream";"1";"EUR";"0,000634";"0,000000";"0,000633814806900";"0,75";"0,000475361105175"
"2023-08-01";"2023-08-01";"YouTube UGC";"Canada";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La mauvaise herbe ";"3616558447944";"QZ-DA4-21-05744";"";"Music release";"Stream";"3";"EUR";"0,005101";"0,000000";"0,015302170008100";"0,75";"0,011476627506075"
"2023-08-01";"2023-08-01";"YouTube UGC";"France";"Petit Voyou Music";"Petit Voyou";"Fragments";"Fragments ";"3616558444332";"QZ-MEN-20-32895";"";"Music release";"Stream";"416";"EUR";"0,001938";"0,000000";"0,806051489660970";"0,75";"0,604538617245728"
"2023-08-01";"2023-08-01";"YouTube Official Content";"Turkey";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La mauvaise herbe ";"3616558447944";"QZ-DA4-21-05744";"";"Music release";"Stream";"4";"EUR";"0,000259";"0,000000";"0,001035302745600";"0,75";"0,000776477059200"
"2023-08-01";"2023-07-01";"Spotify";"Belgium";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"Stream";"1840";"EUR";"0,003057";"0,000000";"5,625459002400000";"0,75";"4,219094251800000"
"2023-08-01";"2023-08-01";"YouTube UGC";"United states";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La mauvaise herbe ";"3616558447944";"QZ-DA4-21-05744";"";"Music release";"Stream";"2";"EUR";"0,001798";"0,000000";"0,003595699900300";"0,75";"0,002696774925225"
"2023-09-01";"2023-08-01";"Spotify";"Indonesia";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"PLATFORM PROMOTION";"8";"EUR";"-0,000083";"0,000000";"-0,000667473900000";"0,75";"-0,000500605425000"
"2023-09-01";"2023-08-01";"Spotify";"Israel";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Toi & moi ";"3616840797078";"FR-X76-21-65460";"";"Music release";"Stream";"3";"EUR";"0,001208";"0,000000";"0,003625000000000";"0,75";"0,002718750000000"
"2023-09-01";"2023-07-01";"Facebook / Instagram";"Italy";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Creation";"6";"EUR";"0,001223";"0,000000";"0,007339176841384";"0,75";"0,005504382631038"
