"Mois de Reporting";"Mois de vente";"Plateforme";"Pays / Région";"Nom du label";"Nom de l'artiste";"Titre de la sortie";"Titre de la piste";"UPC";"ISRC";"Reference catalogue sortie";"Type de sortie";"Type de vente";"Quantite";"Devise de paiement du client";"Prix unitaire";"Frais de reproduction mechanique";"Revenu brut";"Taux de revenu client";"Revenu Net"
"2023-12-01";"2023-11-01";"Spotify";"Austria";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"PLATFORM PROMOTION";"4";"EUR";"-0,001116";"0,000000";"-0,004464376000000";"0,75";"-0,003348282000000"
"2023-12-01";"2023-11-01";"Spotify";"Japan";"Petit Voyou Music";"Petit Voyou";"Alice";"Alice ";"3616558444790";"QZ-HN6-20-13061";"";"Music release";"Stream";"7";"EUR";"0,000662";"0,000000";"0,004637000200000";"0,75";"0,003477750150000"
"2023-12-01";"2023-11-01";"Soundcloud";"United states";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"Stream";"5";"EUR";"0,002647";"0,000000";"0,013234023413570";"0,75";"0,009925517560178"
"2023-12-01";"2023-12-01";"YouTube UGC";"United states";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"Stream";"5";"EUR";"0,003373";"0,000000";"0,016863950001870";"0,75";"0,012647962501402"
"2023-12-01";"2023-12-01";"YouTube Official Content";"France";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Stream";"315";"EUR";"0,005614";"0,000000";"1,768390196334263";"0,75";"1,326292647250697"
"2023-12-01";"2023-12-01";"YouTube Official Content";"Lithuania";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"Stream";"1";"EUR";"0,007673";"0,000000";"0,007672829740380";"0,75";"0,005754622305285"
"2023-12-01";"2023-12-01";"YouTube Official Content";"Croatia";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La mauvaise herbe ";"3616558447944";"QZ-DA4-21-05744";"";"Music release";"Stream";"1";"EUR";"0,004477";"0,000000";"0,004477091207940";"0,75";"0,003357818405955"
"2023-10-01";"2023-09-01";"Spotify";"Hungary";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"PLATFORM PROMOTION";"15";"EUR";"-0,000552";"0,000000";"-0,008286383400000";"0,75";"-0,006214787550000"
"2023-10-01";"2023-09-01";"Spotify";"Portugal";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"PLATFORM PROMOTION";"4";"EUR";"-0,000789";"0,000000";"-0,003156646000000";"0,75";"-0,002367484500000"
"2023-10-01";"2023-09-01";"Spotify";"Peru";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"PLATFORM PROMOTION";"5";"EUR";"-0,000204";"0,000000";"-0,001021433200000";"0,75";"-0,000766074900000"
"2023-10-01";"2023-09-01";"Spotify";"Greece";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"PLATFORM PROMOTION";"4";"EUR";"-0,000801";"0,000000";"-0,003204139200000";"0,75";"-0,002403104400000"
"2023-10-01";"2023-08-01";"Qobuz Stream";"Belgium";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La mauvaise herbe ";"3616558447944";"QZ-DA4-21-05744";"";"Music release";"Stream";"1";"EUR";"0,008030";"0,000000";"0,008030000000000";"0,75";"0,006022500000000"
"2023-10-01";"2023-10-01";"YouTube UGC";"Spain";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"Stream";"3";"EUR";"0,001023";"0,000000";"0,003068424194940";"0,75";"0,002301318146205"
"2023-10-01";"2023-09-01";"Spotify";"Portugal";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"Stream";"3";"EUR";"0,002278";"0,000000";"0,006833000000000";"0,75";"0,005124750000000"
"2023-10-01";"2023-09-01";"Spotify";"Australia";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Comme un chien ";"3616840797078";"FR-X76-21-65458";"";"Music release";"Stream";"1";"EUR";"0,003948";"0,000000";"0,003948000000000";"0,75";"0,002961000000000"
"2023-10-01";"2023-10-01";"YouTube UGC";"Spain";"Petit Voyou Music";"Petit Voyou";"Fragments";"Fragments ";"3616558444332";"QZ-MEN-20-32895";"";"Music release";"Stream";"2";"EUR";"0,000885";"0,000000";"0,001770887284920";"0,75";"0,001328165463690"
"2023-10-01";"2023-09-01";"Amazon Prime";"France";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Stream";"28";"EUR";"0,002134";"0,000000";"0,059755000000000";"0,75";"0,044816250000000"
"2023-11-01";"2023-10-01";"Spotify";"Hungary";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"PLATFORM PROMOTION";"3";"EUR";"-0,000591";"0,000000";"-0,001773513900000";"0,75";"-0,001330135425000"
"2023-11-01";"2023-10-01";"Spotify";"United states";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"PLATFORM PROMOTION";"319";"EUR";"-0,001139";"0,000000";"-0,363429803100000";"0,75";"-0,272572352325000"
"2023-11-01";"2023-11-01";"YouTube UGC";"Poland";"Petit Voyou Music";"Petit Voyou";"Alice";"Alice ";"3616558444790";"QZ-HN6-20-13061";"";"Music release";"Stream";"1";"EUR";"0,001525";"0,000000";"0,001524832729790";"0,75";"0,001143624547343"
"2023-11-01";"2023-11-01";"YouTube Official Content";"Thailand";"Petit Voyou Music";"Petit Voyou";"Alice";"Alice ";"3616558444790";"QZ-HN6-20-13061";"";"Music release";"Stream";"1";"EUR";"0,003766";"0,000000";"0,003766273345680";"0,75";"0,002824705009260"
"2023-11-01";"2023-11-01";"YouTube Official Content";"Romania";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840797078";"FR-X76-21-64425";"";"Music release";"Stream";"1";"EUR";"0,002128";"0,000000";"0,002128053292140";"0,75";"0,001596039969105"
"2023-11-01";"2023-11-01";"YouTube Official Content";"Ukraine";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Stream";"1";"EUR";"0,002177";"0,000000";"0,002177036616000";"0,75";"0,001632777462000"
"2023-12-01";"2023-11-01";"Spotify";"France";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"PLATFORM PROMOTION";"20587";"EUR";"-0,001015";"0,000000";"-20,903601213300000";"0,75";"-15,677700909975000"
"2023-12-01";"2023-11-01";"Spotify";"Luxembourg";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"PLATFORM PROMOTION";"13";"EUR";"-0,001156";"0,000000";"-0,015023947000000";"0,75";"-0,011267960250000"
"2023-12-01";"2023-11-01";"Spotify";"Norway";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"PLATFORM PROMOTION";"15";"EUR";"-0,001359";"0,000000";"-0,020386431000000";"0,75";"-0,015289823250000"
"2023-12-01";"2023-11-01";"Spotify";"Andorra";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Stream";"1";"EUR";"0,005721";"0,000000";"0,005721000000000";"0,75";"0,004290750000000"
"2023-12-01";"2023-11-01";"Spotify";"Morocco";"Petit Voyou Music";"Petit Voyou";"Alice";"Alice ";"3616558444790";"QZ-HN6-20-13061";"";"Music release";"Stream";"81";"EUR";"0,000452";"0,000000";"0,036651997000000";"0,75";"0,027488997750000"
"2023-12-01";"2023-12-01";"YouTube UGC";"Switzerland";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"Stream";"3";"EUR";"0,010177";"0,000000";"0,030530363081580";"0,75";"0,022897772311185"
"2023-12-01";"2023-12-01";"YouTube UGC";"Ukraine";"Petit Voyou Music";"Petit Voyou";"Alice";"Alice ";"3616558444790";"QZ-HN6-20-13061";"";"Music release";"Stream";"1";"EUR";"0,000945";"0,000000";"0,000945053797860";"0,75";"0,000708790348395"
"2023-10-01";"2023-08-01";"Qobuz Stream";"Belgium";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Stream";"1";"EUR";"0,008030";"0,000000";"0,008030000000000";"0,75";"0,006022500000000"
"2023-10-01";"2023-08-01";"Deezer";"United states";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"Stream";"5";"EUR";"0,008738";"0,000000";"0,043690174500000";"0,75";"0,032767630875000"
"2023-10-01";"2023-08-01";"Deezer";"Mexico";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840775786";"FR-X76-21-64425";"";"Music release";"Stream";"1";"EUR";"0,017598";"0,000000";"0,017598187900000";"0,75";"0,013198640925000"
"2023-10-01";"2023-08-01";"Deezer";"France";"Petit Voyou Music";"Petit Voyou";"Fragments";"Fragments ";"3616558444332";"QZ-MEN-20-32895";"";"Music release";"Stream";"221";"EUR";"0,005174";"0,000000";"1,143478547000000";"0,75";"0,857608910250000"
"2023-10-01";"2023-09-01";"Spotify";"Ukraine";"Petit Voyou Music";"Petit Voyou";"Alice";"Alice ";"3616558444790";"QZ-HN6-20-13061";"";"Music release";"Stream";"1";"EUR";"0,000017";"0,000000";"0,000017000000000";"0,75";"0,000012750000000"
"2023-10-01";"2023-10-01";"YouTube UGC";"Mexico";"Petit Voyou Music";"Petit Voyou";"Alice";"Alice ";"3616558444790";"QZ-HN6-20-13061";"";"Music release";"Stream";"3";"EUR";"0,001520";"0,000000";"0,004559013806880";"0,75";"0,003419260355160"
"2023-10-01";"2023-10-01";"YouTube UGC";"Réunion";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La mauvaise herbe ";"3616558447944";"QZ-DA4-21-05744";"";"Music release";"Stream";"3";"EUR";"0,000236";"0,000000";"0,000707241148380";"0,75";"0,000530430861285"
"2023-10-01";"2023-10-01";"Apple Music";"Luxembourg";"Petit Voyou Music";"Petit Voyou";"Les choses qui brillent";"Les choses qui brillent ";"3616840797078";"FR-X76-21-64425";"";"Music release";"Stream";"1";"EUR";"0,006407";"0,000000";"0,006407000000000";"0,75";"0,004805250000000"
"2023-10-01";"2023-10-01";"YouTube Official Content";"Hungary";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"Stream";"3";"EUR";"0,003352";"0,000000";"0,010055446983660";"0,75";"0,007541585237745"
"2023-11-01";"2023-10-01";"Spotify";"Switzerland";"Petit Voyou Music";"Petit Voyou";"Alice";"Alice ";"3616558444790";"QZ-HN6-20-13061";"";"Music release";"Stream";"970";"EUR";"0,004463";"0,000000";"4,329360007200000";"0,75";"3,247020005400000"
"2023-11-01";"2023-10-01";"Spotify";"Dominican republic";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Stream";"3";"EUR";"0,000209";"0,000000";"0,000626000100000";"0,75";"0,000469500075000"
"2023-11-01";"2023-10-01";"Spotify";"India";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"Stream";"80";"EUR";"0,000876";"0,000000";"0,070063000800000";"0,75";"0,052547250600000"
"2023-11-01";"2023-10-01";"Spotify";"Norway";"Petit Voyou Music";"Petit Voyou";"Recueil de chansons";"La fin de l'histoire ";"3616558447944";"QZ-DA4-21-05743";"";"Music release";"PLATFORM PROMOTION";"37";"EUR";"-0,001388";"0,000000";"-0,051345015600000";"0,75";"-0,038508761700000"
"2023-11-01";"2023-10-01";"Spotify";"Ireland";"Petit Voyou Music";"Petit Voyou";"Prosecco";"Prosecco ";"3616558444257";"QZ-NWX-20-78401";"";"Music release";"PLATFORM PROMOTION";"2";"EUR";"-0,000278";"0,000000";"-0,000556959000000";"0,75";"-0,000417719250000"
